index,towerKills,inhibitorKills,baronKills,dragonKills,riftHeraldKills,region,prediction
7143,7,1,1,3,2,euw1,4
7144,6,0,0,0,1,euw1,4
7145,7,1,1,4,0,euw1,1
7146,4,0,0,0,1,euw1,0
7147,10,2,1,4,1,euw1,1
7148,4,0,0,1,1,euw1,0
7149,8,1,1,3,0,euw1,1
7150,1,0,0,0,1,euw1,5
7151,11,3,0,4,1,euw1,1
7152,1,0,0,0,0,euw1,5
7153,9,1,1,4,2,euw1,1
7154,10,1,0,2,0,euw1,3
7155,3,0,1,3,1,euw1,2
7156,10,2,1,4,0,euw1,1
7157,2,0,0,0,1,euw1,0
7158,4,0,0,1,0,euw1,0
7159,3,0,1,3,1,euw1,2
7160,1,0,0,2,2,euw1,5
7161,11,2,1,3,0,euw1,3
7162,4,1,0,0,0,euw1,0
7163,0,0,0,0,0,euw1,5
7164,1,0,0,0,0,euw1,5
7165,4,1,0,0,0,euw1,0
7166,11,5,2,4,0,euw1,1
7167,4,0,1,2,1,euw1,2
7168,1,0,0,2,0,euw1,5
7169,2,0,0,0,1,euw1,0
7170,6,0,0,0,2,euw1,4
7171,9,1,1,4,0,euw1,1
7172,11,5,2,3,1,euw1,3
7173,6,0,0,3,0,euw1,4
7174,2,0,0,1,1,euw1,0
7175,10,3,1,5,1,euw1,1
7176,0,0,0,0,0,euw1,5
7177,5,0,0,2,2,euw1,4
7178,5,0,0,4,1,euw1,4
7179,8,1,1,2,0,euw1,3
7180,8,2,1,4,0,euw1,1
7181,5,0,1,0,2,euw1,0
7182,5,0,0,1,0,euw1,4
7183,9,1,2,3,1,euw1,1
7184,5,0,0,2,1,euw1,4
7185,0,0,0,1,0,euw1,5
7186,4,0,1,3,1,euw1,2
7187,0,0,0,0,0,euw1,5
7188,5,0,1,2,1,euw1,4
7189,7,1,1,3,0,euw1,4
7190,1,0,0,2,0,euw1,5
7191,7,1,1,3,1,euw1,4
7192,10,2,1,3,2,euw1,3
7193,3,0,0,1,0,euw1,0
7194,7,1,0,3,1,euw1,4
7195,2,0,0,0,0,euw1,0
7196,7,1,0,2,1,euw1,4
7197,4,0,1,1,0,euw1,0
7198,4,3,0,0,0,euw1,0
7199,4,2,0,0,0,euw1,0
7200,1,0,0,0,0,euw1,5
7201,4,2,0,0,0,euw1,0
7202,2,0,0,0,2,euw1,0
7203,9,2,2,4,0,euw1,1
7204,2,0,0,0,1,euw1,0
7205,9,1,1,4,1,euw1,1
7206,1,0,0,0,1,euw1,5
7207,11,3,0,3,1,euw1,3
7208,4,3,0,0,0,euw1,0
7209,1,0,0,0,0,euw1,5
7210,3,0,0,1,1,euw1,0
7211,7,1,1,2,0,euw1,4
7212,11,3,1,3,1,euw1,3
7213,2,0,0,2,0,euw1,2
7214,3,0,0,0,2,euw1,0
7215,4,0,0,3,0,euw1,2
7216,11,3,1,2,2,euw1,3
7217,0,0,0,1,0,euw1,5
7218,2,0,1,0,1,euw1,0
7219,10,3,1,4,1,euw1,1
7220,5,0,0,2,0,euw1,4
7221,7,1,1,1,1,euw1,4
7222,0,0,0,1,0,euw1,5
7223,8,2,0,1,1,euw1,3
7224,3,0,0,1,1,euw1,0
7225,1,0,0,0,0,euw1,5
7226,10,2,0,2,2,euw1,3
7227,0,0,0,0,0,euw1,5
7228,10,1,0,2,2,euw1,3
7229,1,0,0,1,0,euw1,5
7230,8,2,1,3,0,euw1,1
7231,3,0,0,1,2,euw1,0
7232,0,0,0,0,0,euw1,5
7233,8,1,0,2,1,euw1,3
7234,1,0,0,0,0,euw1,5
7235,9,1,0,2,1,euw1,3
7236,7,2,2,3,0,euw1,1
7237,4,0,0,2,2,euw1,2
7238,2,0,0,1,0,euw1,0
7239,7,1,0,2,2,euw1,4
7240,3,0,0,1,2,euw1,0
7241,9,1,1,2,0,euw1,3
7242,2,0,0,2,1,euw1,2
7243,0,0,0,0,0,euw1,5
7244,2,0,0,0,1,euw1,0
7245,8,1,1,2,0,euw1,3
7246,6,0,1,4,2,euw1,4
7247,6,1,1,2,0,euw1,4
7248,9,1,0,3,1,euw1,1
7249,3,0,1,2,1,euw1,2
7250,10,1,2,2,2,euw1,3
7251,3,0,0,2,0,euw1,2
7252,9,1,1,3,2,euw1,1
7253,7,1,1,2,0,euw1,4
7254,3,1,0,0,0,euw1,0
7255,2,0,0,0,1,euw1,0
7256,2,0,0,0,0,euw1,0
7257,4,2,0,0,0,euw1,0
7258,0,0,0,0,0,euw1,5
7259,3,0,0,0,0,euw1,0
7260,3,2,0,0,0,euw1,0
7261,4,1,0,0,0,euw1,0
7262,6,0,0,1,0,euw1,4
7263,11,2,1,4,0,euw1,1
7264,7,1,0,2,2,euw1,4
7265,2,0,0,0,0,euw1,0
7266,7,0,0,2,1,euw1,4
7267,1,0,0,0,1,euw1,5
7268,1,0,0,1,1,euw1,5
7269,9,1,0,2,1,euw1,3
7270,2,0,1,0,2,euw1,0
7271,8,1,0,3,0,euw1,1
7272,4,3,0,0,0,euw1,0
7273,4,2,0,0,0,euw1,0
7274,1,0,0,0,1,euw1,5
7275,9,2,0,2,0,euw1,3
7276,0,0,0,0,0,euw1,5
7277,3,0,0,0,0,euw1,0
7278,7,0,0,2,1,euw1,4
7279,1,0,0,0,1,euw1,5
7280,10,5,2,3,2,euw1,3
7281,6,1,0,2,0,euw1,4
7282,5,1,1,1,0,euw1,4
7283,10,3,1,4,2,euw1,1
7284,0,0,0,0,0,euw1,5
7285,3,1,0,0,1,euw1,0
7286,8,1,1,1,2,euw1,3
7287,2,0,0,2,0,euw1,2
7288,3,0,0,2,0,euw1,2
7289,2,0,0,1,0,euw1,0
7290,1,0,0,0,0,euw1,5
7291,3,1,0,0,1,euw1,0
7292,6,1,1,3,2,euw1,4
7293,7,1,0,1,0,euw1,4
7294,0,0,0,1,0,euw1,5
7295,7,1,0,0,1,euw1,4
7296,2,0,0,0,0,euw1,0
7297,4,0,0,2,0,euw1,2
7298,0,0,0,0,0,euw1,5
7299,1,0,0,2,1,euw1,5
7300,7,1,1,3,1,euw1,4
7301,2,0,0,0,0,euw1,0
7302,10,5,2,3,2,euw1,3
7303,6,1,0,2,0,euw1,4
7304,3,0,0,1,1,euw1,0
7305,9,2,1,4,1,euw1,1
7306,4,0,1,4,2,euw1,2
7307,2,0,0,0,0,euw1,0
7308,0,0,0,1,0,euw1,5
7309,3,0,0,1,1,euw1,0
7310,0,0,0,0,0,euw1,5
7311,11,2,0,3,2,euw1,3
7312,7,1,1,1,2,euw1,4
7313,2,0,0,2,0,euw1,2
7314,7,1,0,3,1,euw1,4
7315,2,0,0,0,0,euw1,0
7316,10,1,2,0,1,euw1,3
7317,11,1,0,4,0,euw1,1
7318,1,0,0,0,0,euw1,5
7319,3,0,0,3,1,euw1,2
7320,2,0,0,0,0,euw1,0
7321,10,2,1,4,1,euw1,1
7322,8,2,0,3,0,euw1,1
7323,1,0,0,0,1,euw1,5
7324,3,0,0,0,1,euw1,0
7325,2,0,0,3,1,euw1,2
7326,0,0,0,1,0,euw1,5
7327,3,0,0,0,1,euw1,0
7328,1,0,0,0,0,euw1,5
7329,6,0,1,3,2,euw1,4
7330,1,0,0,0,1,euw1,5
7331,5,0,0,3,0,euw1,4
7332,1,0,0,1,0,euw1,5
7333,9,1,0,1,1,euw1,3
7334,1,0,0,0,0,euw1,5
7335,11,2,0,3,2,euw1,3
7336,11,4,1,2,1,euw1,3
7337,3,0,0,2,1,euw1,2
7338,6,0,0,2,2,euw1,4
7339,0,0,0,1,0,euw1,5
7340,3,0,0,2,1,euw1,2
7341,9,1,1,2,1,euw1,3
7342,4,0,0,1,1,euw1,0
7343,3,0,0,2,1,euw1,2
7344,8,1,1,2,1,euw1,3
7345,0,0,0,1,0,euw1,5
7346,9,1,0,2,2,euw1,3
7347,1,0,0,2,0,euw1,5
7348,3,0,0,3,1,euw1,2
7349,9,2,1,1,1,euw1,3
7350,3,0,0,0,1,euw1,0
7351,9,1,0,2,0,euw1,3
7352,9,2,0,3,0,euw1,1
7353,2,0,0,0,1,euw1,0
7354,9,2,0,2,1,euw1,3
7355,2,0,0,0,1,euw1,0
7356,11,4,1,2,1,euw1,3
7357,3,0,0,2,1,euw1,2
7358,1,0,0,2,2,euw1,5
7359,4,1,0,1,0,euw1,0
7360,9,1,0,1,1,euw1,3
7361,0,0,0,1,0,euw1,5
7362,9,2,1,4,0,euw1,1
7363,3,0,0,0,1,euw1,0
7364,0,0,0,0,0,euw1,5
7365,11,2,0,3,2,euw1,3
7366,10,2,1,4,0,euw1,1
7367,2,0,0,0,1,euw1,0
7368,3,0,0,2,0,euw1,2
7369,8,1,1,4,2,euw1,1
7370,11,3,0,2,2,euw1,3
7371,1,0,1,1,0,euw1,5
7372,4,0,0,1,1,euw1,0
7373,8,1,1,3,1,euw1,1
7374,7,1,0,2,1,euw1,4
7375,3,0,0,1,1,euw1,0
7376,7,1,1,3,1,euw1,4
7377,1,0,0,1,1,euw1,5
7378,10,2,1,4,0,euw1,1
7379,2,0,0,0,1,euw1,0
7380,7,1,0,1,2,euw1,4
7381,9,1,1,3,0,euw1,1
7382,5,0,0,1,2,euw1,4
7383,8,1,1,3,0,euw1,1
7384,5,0,0,0,2,euw1,0
7385,9,1,1,4,0,euw1,1
7386,6,0,1,3,0,euw1,4
7387,2,0,0,0,1,euw1,0
7388,9,1,0,2,2,euw1,3
7389,6,1,1,3,0,euw1,4
7390,4,0,0,2,0,euw1,2
7391,9,1,1,2,2,euw1,3
7392,10,1,0,2,2,euw1,3
7393,1,0,0,1,0,euw1,5
7394,7,1,1,1,1,euw1,4
7395,4,0,0,3,1,euw1,2
7396,2,0,0,0,0,euw1,0
7397,5,0,1,4,2,euw1,4
7398,8,1,1,2,2,euw1,3
7399,5,1,1,2,0,euw1,4
7400,4,0,0,1,2,euw1,0
7401,7,1,1,3,0,euw1,4
7402,0,0,0,0,0,euw1,5
7403,4,0,0,1,1,euw1,0
7404,9,2,0,1,2,euw1,3
7405,1,0,0,1,0,euw1,5
7406,11,3,0,3,2,euw1,3
7407,2,0,0,0,0,euw1,0
7408,4,0,0,0,1,euw1,0
7409,7,1,1,2,0,euw1,4
7410,0,0,0,0,0,euw1,5
7411,10,1,0,3,1,euw1,3
7412,8,1,1,2,1,euw1,3
7413,3,0,0,3,0,euw1,2
7414,0,0,0,0,0,euw1,5
7415,3,1,0,0,0,euw1,0
7416,3,1,0,0,1,euw1,0
7417,0,0,0,0,0,euw1,5
7418,3,0,0,0,1,euw1,0
7419,3,0,0,0,0,euw1,0
7420,8,1,0,3,1,euw1,1
7421,1,0,0,0,0,euw1,5
7422,9,1,1,3,1,euw1,1
7423,1,0,0,0,1,euw1,5
7424,3,1,0,0,1,euw1,0
7425,0,0,0,0,0,euw1,5
7426,0,0,0,0,0,euw1,5
7427,3,1,0,0,1,euw1,0
7428,1,0,0,0,1,euw1,5
7429,3,2,0,0,0,euw1,0
7430,3,1,0,0,1,euw1,0
7431,1,0,0,0,0,euw1,5
7432,0,0,0,0,0,euw1,5
7433,3,1,0,0,1,euw1,0
7434,1,0,0,0,0,euw1,5
7435,3,2,0,0,0,euw1,0
7436,10,2,0,4,1,euw1,1
7437,3,0,1,1,1,euw1,0
7438,11,3,1,2,2,euw1,3
7439,0,0,0,0,0,euw1,5
7440,10,3,2,4,0,euw1,1
7441,2,0,0,1,2,euw1,0
7442,0,0,0,0,0,euw1,5
7443,3,1,0,0,1,euw1,0
7444,0,0,0,0,0,euw1,5
7445,3,1,0,0,1,euw1,0
7446,2,0,0,0,0,euw1,0
7447,3,1,0,0,1,euw1,0
7448,3,0,0,4,0,euw1,2
7449,2,0,0,0,0,euw1,0
7450,9,2,1,1,1,euw1,3
7451,4,0,0,4,0,euw1,2
7452,2,0,0,0,1,euw1,0
7453,5,0,0,3,0,euw1,4
7454,8,1,1,3,0,eun1,1
7455,3,0,0,2,1,eun1,2
7456,0,0,0,0,0,eun1,5
7457,7,1,1,3,2,eun1,4
7458,5,1,0,0,1,eun1,0
7459,1,0,0,1,0,eun1,5
7460,3,1,0,0,0,eun1,0
7461,4,1,0,0,0,eun1,0
7462,1,0,0,0,0,eun1,5
7463,2,1,0,0,0,eun1,0
7464,7,2,1,1,1,eun1,4
7465,0,0,0,1,0,eun1,5
7466,0,0,0,0,0,eun1,5
7467,6,1,0,2,1,eun1,4
7468,10,2,0,3,2,eun1,3
7469,8,3,0,1,0,eun1,3
7470,6,1,0,1,0,eun1,4
7471,11,3,1,4,0,eun1,1
7472,1,0,0,0,0,eun1,5
7473,3,1,0,0,1,eun1,0
7474,0,0,0,0,0,eun1,5
7475,3,2,0,0,0,eun1,0
7476,3,1,0,0,0,eun1,0
7477,4,1,0,0,0,eun1,0
7478,4,1,0,0,0,eun1,0
7479,2,1,0,0,0,eun1,0
7480,1,0,0,0,0,eun1,5
7481,4,2,0,0,0,eun1,0
7482,2,2,0,0,0,eun1,0
7483,4,2,0,0,0,eun1,0
7484,1,0,0,0,0,eun1,5
7485,4,1,0,0,0,eun1,0
7486,3,1,0,0,1,eun1,0
7487,1,0,0,0,0,eun1,5
7488,0,0,0,0,0,eun1,5
7489,8,1,0,2,1,eun1,3
7490,8,1,2,4,2,eun1,1
7491,4,0,1,3,0,eun1,2
7492,2,0,0,0,1,eun1,0
7493,1,0,0,0,0,eun1,5
7494,1,0,0,0,0,eun1,5
7495,3,0,0,2,1,eun1,2
7496,0,0,0,0,0,eun1,5
7497,11,2,0,2,1,eun1,3
7498,2,0,0,1,1,eun1,0
7499,8,1,1,4,1,eun1,1
7500,4,0,0,0,0,eun1,0
7501,7,1,1,4,2,eun1,1
7502,0,0,0,0,0,eun1,5
7503,5,0,1,2,1,eun1,4
7504,3,1,0,0,0,eun1,0
7505,2,0,0,0,0,eun1,0
7506,1,0,0,0,0,eun1,5
7507,3,1,0,0,0,eun1,0
7508,1,0,0,0,0,eun1,5
7509,0,0,0,0,0,eun1,5
7510,8,2,2,4,0,eun1,1
7511,3,0,0,2,0,eun1,2
7512,3,1,0,0,0,eun1,0
7513,0,0,0,0,0,eun1,5
7514,8,1,0,2,1,eun1,3
7515,1,0,0,1,0,eun1,5
7516,7,1,1,2,1,eun1,4
7517,1,0,0,2,0,eun1,5
7518,1,0,0,0,0,eun1,5
7519,6,1,0,2,0,eun1,4
7520,7,1,1,4,0,eun1,1
7521,0,0,0,0,0,eun1,5
7522,0,0,0,0,2,eun1,5
7523,5,0,1,3,0,eun1,4
7524,10,4,1,3,0,eun1,3
7525,6,2,2,4,1,eun1,4
7526,8,2,1,4,0,eun1,1
7527,3,0,0,0,2,eun1,0
7528,9,1,1,3,2,eun1,1
7529,2,0,0,1,0,eun1,0
7530,5,2,1,3,1,eun1,4
7531,10,3,2,4,1,eun1,1
7532,8,1,0,3,2,eun1,1
7533,1,0,0,0,0,eun1,5
7534,11,4,2,5,1,eun1,1
7535,6,1,0,1,0,eun1,4
7536,1,0,0,0,0,eun1,5
7537,2,0,0,2,0,eun1,2
7538,4,0,0,1,2,eun1,0
7539,10,2,2,5,0,eun1,1
7540,5,1,0,3,2,eun1,4
7541,6,1,1,2,0,eun1,4
7542,4,0,0,3,1,eun1,2
7543,6,1,0,1,0,eun1,4
7544,5,0,0,0,1,eun1,0
7545,0,0,0,1,0,eun1,5
7546,0,0,0,0,0,eun1,5
7547,11,2,0,3,1,eun1,3
7548,3,0,0,2,2,eun1,2
7549,7,1,1,1,0,eun1,4
7550,0,0,0,2,0,eun1,5
7551,8,1,1,1,1,eun1,3
7552,11,6,0,4,0,eun1,1
7553,7,0,1,2,1,eun1,4
7554,8,1,0,2,1,eun1,3
7555,1,0,0,0,0,eun1,5
7556,1,0,0,1,0,eun1,5
7557,9,2,1,3,0,eun1,1
7558,9,1,1,3,1,eun1,1
7559,0,0,0,0,0,eun1,5
7560,10,3,0,3,0,eun1,3
7561,2,0,0,2,1,eun1,2
7562,0,0,0,0,0,eun1,5
7563,5,0,0,3,1,eun1,4
7564,0,0,0,1,0,eun1,5
7565,9,1,1,3,0,eun1,1
7566,10,3,1,3,1,eun1,3
7567,4,0,0,1,0,eun1,0
7568,3,0,0,2,0,eun1,2
7569,3,0,0,1,1,eun1,0
7570,5,0,0,3,2,eun1,4
7571,8,1,1,2,0,eun1,3
7572,10,2,1,4,1,eun1,1
7573,9,3,0,0,0,eun1,3
7574,0,0,0,0,0,eun1,5
7575,4,1,0,0,0,eun1,0
7576,2,2,0,0,0,eun1,0
7577,4,1,0,0,0,eun1,0
7578,0,0,0,0,0,eun1,5
7579,3,1,0,0,0,eun1,0
7580,2,0,0,0,0,eun1,0
7581,3,1,0,0,1,eun1,0
7582,3,1,0,0,2,eun1,0
7583,2,0,0,0,0,eun1,0
7584,10,2,0,3,2,eun1,3
7585,0,0,0,1,0,eun1,5
7586,1,0,0,0,0,eun1,5
7587,3,1,0,0,0,eun1,0
7588,2,0,0,0,0,eun1,0
7589,0,0,0,0,1,eun1,5
7590,2,0,0,0,0,eun1,0
7591,0,0,0,0,0,eun1,5
7592,3,1,0,0,1,eun1,0
7593,2,0,0,0,0,eun1,0
7594,5,1,0,0,1,eun1,0
7595,0,0,0,0,0,eun1,5
7596,1,0,0,0,1,eun1,5
7597,2,0,0,3,0,eun1,2
7598,5,0,0,2,1,eun1,4
7599,0,0,0,1,1,eun1,5
7600,1,0,0,0,0,eun1,5
7601,0,0,0,0,0,eun1,5
7602,10,2,0,0,1,eun1,3
7603,0,0,0,0,0,eun1,5
7604,5,0,0,1,2,eun1,4
7605,1,0,0,2,0,eun1,5
7606,4,1,0,0,0,eun1,0
7607,1,0,0,0,0,eun1,5
7608,1,0,0,0,1,eun1,5
7609,11,3,0,4,0,eun1,1
7610,7,1,0,0,1,eun1,4
7611,7,1,1,4,0,eun1,1
7612,1,0,0,1,1,eun1,5
7613,6,1,1,3,0,eun1,4
7614,9,2,0,1,0,eun1,3
7615,2,0,0,1,1,eun1,0
7616,2,0,0,2,0,eun1,2
7617,7,1,1,0,2,eun1,4
7618,2,0,0,0,2,eun1,0
7619,10,1,1,3,0,eun1,1
7620,10,2,1,3,2,eun1,3
7621,0,0,0,0,0,eun1,5
7622,1,0,1,0,0,eun1,5
7623,9,1,0,4,2,eun1,1
7624,9,2,1,3,2,eun1,1
7625,1,0,0,0,0,eun1,5
7626,8,1,0,2,0,eun1,3
7627,0,0,0,1,0,eun1,5
7628,5,1,1,3,1,eun1,4
7629,2,0,0,0,1,eun1,0
7630,6,1,2,4,1,eun1,4
7631,7,1,1,2,0,eun1,4
7632,9,1,1,4,2,eun1,1
7633,0,0,0,0,0,eun1,5
7634,9,2,0,2,0,eun1,3
7635,1,0,0,1,2,eun1,5
7636,5,1,1,2,0,eun1,4
7637,9,2,1,4,2,eun1,1
7638,0,0,0,0,0,eun1,5
7639,5,0,0,2,2,eun1,4
7640,1,0,1,1,0,eun1,5
7641,11,3,1,5,1,eun1,1
7642,0,0,0,0,0,eun1,5
7643,8,2,0,3,1,eun1,1
7644,1,0,0,0,1,eun1,5
7645,6,1,1,3,1,eun1,4
7646,1,0,1,2,0,eun1,5
7647,7,1,0,2,1,eun1,4
7648,1,0,1,0,0,eun1,5
7649,11,3,0,3,1,eun1,3
7650,5,0,0,2,1,eun1,4
7651,10,2,0,1,1,eun1,3
7652,4,0,0,1,0,eun1,0
7653,7,2,1,4,1,eun1,1
7654,3,0,0,2,1,eun1,2
7655,7,1,1,2,0,eun1,4
7656,1,0,0,1,0,eun1,5
7657,9,2,1,3,0,eun1,1
7658,6,1,2,2,0,eun1,4
7659,7,1,0,3,0,eun1,4
7660,3,0,0,2,0,eun1,2
7661,4,0,1,2,1,eun1,2
7662,4,2,0,0,0,eun1,0
7663,4,1,0,0,0,eun1,0
7664,6,1,0,2,1,eun1,4
7665,4,0,1,2,1,eun1,2
7666,2,0,0,1,0,eun1,0
7667,9,2,1,2,1,eun1,3
7668,11,4,1,3,2,eun1,3
7669,1,0,1,1,0,eun1,5
7670,4,1,0,2,0,eun1,2
7671,10,3,2,3,1,eun1,3
7672,4,0,0,1,0,eun1,0
7673,11,3,1,4,2,eun1,1
7674,1,0,0,0,0,eun1,5
7675,3,1,0,0,0,eun1,0
7676,2,0,0,0,0,eun1,0
7677,3,1,0,0,1,eun1,0
7678,9,1,1,2,2,eun1,3
7679,1,0,0,2,0,eun1,5
7680,2,0,0,0,1,eun1,0
7681,9,2,0,3,0,eun1,1
7682,0,0,0,0,0,eun1,5
7683,4,1,0,0,0,eun1,0
7684,9,1,1,3,2,eun1,1
7685,1,0,0,0,0,eun1,5
7686,8,1,1,2,2,eun1,3
7687,3,0,0,2,0,eun1,2
7688,10,2,1,4,2,eun1,1
7689,0,0,0,0,0,eun1,5
7690,9,2,1,4,1,eun1,1
7691,1,0,0,0,0,eun1,5
7692,7,1,1,2,1,eun1,4
7693,1,0,0,2,0,eun1,5
7694,1,0,0,1,0,eun1,5
7695,11,2,1,3,1,eun1,3
7696,0,0,0,0,1,eun1,5
7697,7,1,0,2,0,eun1,4
7698,3,0,0,0,1,eun1,0
7699,7,1,1,4,0,eun1,1
7700,8,1,0,1,1,eun1,3
7701,1,0,0,2,1,eun1,5
7702,0,0,0,0,0,eun1,5
7703,8,1,0,2,2,eun1,3
7704,5,0,0,4,0,eun1,4
7705,7,1,1,1,1,eun1,4
7706,4,0,0,2,0,eun1,2
7707,11,3,1,3,1,eun1,3
7708,2,0,0,3,1,eun1,2
7709,11,3,1,1,0,eun1,3
7710,0,0,0,0,0,eun1,5
7711,5,0,1,4,1,eun1,4
7712,2,0,0,3,1,eun1,2
7713,1,0,0,0,0,eun1,5
7714,1,0,0,2,0,eun1,5
7715,5,0,0,0,1,eun1,0
7716,7,1,0,2,0,eun1,4
7717,1,0,0,0,0,eun1,5
7718,0,0,0,2,0,eun1,5
7719,8,1,1,1,2,eun1,3
7720,5,2,1,3,1,eun1,4
7721,10,3,2,4,1,eun1,1
7722,2,0,0,2,1,eun1,2
7723,11,3,2,4,0,eun1,1
7724,5,0,0,1,0,eun1,4
7725,10,2,0,4,1,eun1,1
7726,10,2,1,0,1,eun1,3
7727,0,0,0,4,0,eun1,2
7728,7,1,0,2,1,eun1,4
7729,1,0,0,0,0,eun1,5
7730,11,3,1,3,1,eun1,3
7731,3,0,0,1,0,eun1,0
7732,10,2,0,4,2,eun1,1
7733,1,0,0,0,0,eun1,5
7734,8,1,0,2,1,eun1,3
7735,9,1,2,3,0,eun1,1
7736,3,0,0,3,1,eun1,2
7737,9,1,1,1,1,eun1,3
7738,5,2,1,3,1,eun1,4
7739,10,3,2,4,1,eun1,1
7740,2,2,0,0,0,eun1,0
7741,4,1,0,0,0,eun1,0
7742,4,2,0,0,0,eun1,0
7743,2,1,0,0,0,eun1,0
7744,4,0,0,3,1,eun1,2
7745,2,0,0,0,0,eun1,0
7746,3,0,0,1,1,eun1,0
7747,5,1,1,2,1,eun1,4
7748,11,3,1,4,0,eun1,1
7749,4,0,0,1,1,eun1,0
7750,2,0,0,2,0,eun1,2
7751,10,3,2,3,2,eun1,3
7752,1,0,0,2,1,eun1,5
7753,9,2,1,2,0,eun1,3
7754,0,0,0,0,1,eun1,5
7755,8,1,1,3,0,eun1,1
7756,3,0,0,3,1,eun1,2
7757,9,1,1,1,1,eun1,3
7758,0,0,0,2,0,eun1,5
7759,8,3,0,3,0,eun1,1
7760,2,0,0,1,0,eun1,0
7761,9,1,1,2,1,eun1,3
7762,2,0,0,2,0,eun1,2
7763,10,3,2,3,2,eun1,3
7764,11,2,1,4,2,eun1,1
7765,0,0,0,0,0,eun1,5
7766,3,0,0,1,0,eun1,0
7767,9,1,1,3,1,eun1,1
7768,11,3,0,2,1,eun1,3
7769,0,0,0,0,0,eun1,5
7770,10,2,1,2,0,eun1,3
7771,4,0,0,2,2,eun1,2
7772,2,0,0,2,1,eun1,2
7773,9,2,1,2,1,eun1,3
7774,4,0,0,2,1,eun1,2
7775,7,1,1,1,1,eun1,4
7776,0,0,0,1,0,eun1,5
7777,10,1,0,2,2,eun1,3
7778,10,4,3,4,2,eun1,1
7779,3,0,0,2,0,eun1,2
7780,5,1,0,1,1,eun1,4
7781,0,0,0,0,0,eun1,5
7782,7,1,0,1,0,eun1,4
7783,4,0,0,3,2,eun1,2
7784,2,0,0,1,1,eun1,0
7785,9,1,1,2,1,eun1,3
7786,11,2,1,4,2,eun1,1
7787,0,0,0,0,0,eun1,5
7788,7,1,1,1,0,eun1,4
7789,4,0,0,2,2,eun1,2
7790,2,0,0,2,0,eun1,2
7791,7,1,1,2,1,eun1,4
7792,9,1,1,2,0,eun1,3
7793,3,0,0,2,1,eun1,2
7794,4,0,1,0,1,eun1,0
7795,8,1,0,4,0,eun1,1
7796,0,0,0,0,1,eun1,5
7797,8,1,1,3,0,eun1,1
7798,0,0,0,2,0,eun1,5
7799,8,1,1,1,2,eun1,3
7800,11,3,1,3,2,eun1,3
7801,1,0,0,0,0,eun1,5
7802,10,2,0,2,2,eun1,3
7803,1,0,0,2,0,eun1,5
7804,4,0,0,3,1,eun1,2
7805,7,1,0,1,1,eun1,4
7806,4,1,0,0,0,eun1,0
7807,0,0,0,0,0,eun1,5
7808,4,2,0,0,0,eun1,0
7809,3,2,0,0,0,eun1,0
7810,2,1,0,0,0,eun1,0
7811,2,1,0,0,0,eun1,0
7812,10,2,1,3,1,eun1,3
7813,0,0,0,1,0,eun1,5
7814,10,2,0,1,2,eun1,3
7815,0,0,0,1,0,eun1,5
7816,2,0,0,2,1,eun1,2
7817,1,0,0,1,0,eun1,5
7818,8,1,1,2,0,eun1,3
7819,3,0,0,1,1,eun1,0
7820,8,1,0,3,1,eun1,1
7821,4,0,1,2,1,eun1,2
7822,0,0,0,1,1,eun1,5
7823,3,0,0,2,0,eun1,2
7824,5,1,1,3,1,eun1,4
7825,9,2,1,3,0,eun1,1
7826,7,1,0,2,0,eun1,4
7827,1,0,0,0,1,eun1,5
7828,4,0,0,2,2,eun1,2
7829,11,3,2,3,0,eun1,3
7830,9,2,1,1,1,eun1,3
7831,0,0,0,3,0,eun1,5
7832,2,0,0,0,0,eun1,0
7833,0,0,0,0,0,eun1,5
7834,4,0,0,1,1,eun1,0
7835,7,1,1,3,0,eun1,4
7836,0,0,0,0,0,eun1,5
7837,6,1,0,1,1,eun1,4
7838,9,2,2,3,2,eun1,1
7839,5,0,0,2,0,eun1,4
7840,1,0,0,1,0,eun1,5
7841,10,4,2,4,2,eun1,1
7842,1,0,0,1,0,eun1,5
7843,10,2,1,3,2,eun1,3
7844,3,0,1,2,1,eun1,2
7845,1,0,0,1,0,eun1,5
7846,4,0,0,1,2,eun1,0
7847,5,0,1,4,0,eun1,4
7848,4,0,0,1,0,eun1,0
7849,3,0,0,2,1,eun1,2
7850,7,1,0,2,1,eun1,4
7851,7,1,2,3,0,eun1,4
7852,0,0,0,2,1,eun1,5
7853,10,3,1,2,1,eun1,3
7854,7,1,0,4,2,eun1,4
7855,1,0,0,0,0,eun1,5
7856,4,0,0,3,2,eun1,2
7857,7,1,1,1,0,eun1,4
7858,11,3,1,3,2,eun1,3
7859,1,0,0,0,0,eun1,5
7860,1,0,0,0,0,eun1,5
7861,4,0,0,2,1,eun1,2
7862,9,1,0,2,2,eun1,3
7863,0,0,0,0,0,eun1,5
7864,1,0,0,1,0,eun1,5
7865,11,3,1,2,2,eun1,3
7866,1,0,0,0,0,eun1,5
7867,10,2,0,3,2,eun1,3
7868,4,0,0,1,1,eun1,0
7869,11,2,1,2,0,eun1,3
7870,5,0,2,3,2,eun1,4
7871,6,2,0,3,0,eun1,4
7872,1,0,0,0,0,eun1,5
7873,10,3,1,2,2,eun1,3
7874,1,0,0,0,0,eun1,5
7875,10,2,1,4,1,eun1,1
7876,2,0,0,2,0,eun1,2
